product_code,sku_code,merchant_code
ID05066,sku01673406980294,MID.08
ID05066,sku11673406980301,MID.08
ID05070,sku01673420033125,MID.24
ID05070,sku01673420033125,MID.04
ID05071,sku01674000253469,WAR.ID
ID05071,sku01674000253469,MID.24
ID05071,sku01674000253469,MID.04
ID05072,sku01674007031919,MID.24
ID05069,sku01674259880934,MID.24
ID05069,sku01674259880934,MID.04
ID05068,sku01675140782560,MID.24
ID05068,sku01675140782560,MID.04
ID05074,sku01675310168543,MID.01
LZC09180,sku01675831616011,LZC.PH
LZC09186,sku01676510997221,LZC.PH
KH3709003,sku01676861738912,MKH.37
PH2309001,sku01676882637748,MPH.23
PH2109001,sku01676882749192,MPH.21
PH2306002,sku01676883284701,MPH.23
PH2301003,sku01676883789090,MPH.23
PH2101002,sku01676883907282,MPH.21
MY1809001,sku01676884809564,MMY.25
MY1809001,sku01676884809564,MMY.18
MY1809001,sku01676884809564,MMY.19
MY2209001,sku01676885247590,MMY.22
MY2209001,sku01676885247590,MMY.35
MY1809002,sku01676885585952,MMY.18
MY1809002,sku01676885585952,MMY.19
MY1809002,sku01676885585952,MMY.25
MY2209002,sku01676885712877,MMY.22
MY1809007,sku01676885799307,MMY.19
MY1809007,sku01676885799307,MMY.25
MY1809007,sku01676885799307,MMY.18
MY2209007,sku01676885875896,MMY.22
MY2209007,sku01676885875896,MMY.35
MY1909003,sku01676886898443,MMY.25
MY1909003,sku01676886898443,MMY.19
MY1909003,sku01676886898443,MMY.18
MY2209003,sku01676887099998,MMY.35
MY2209003,sku01676887099998,MMY.22
MY2505009,sku01676888250145,MMY.25
MY2205009,sku01676888296324,MMY.22
MY2205009,sku01676888296324,MMY.35
PH1209005,sku01676893903085,MPH.12
PH1209005,sku01676893903085,MPH.39
PH1009006,sku01676894227859,MPH.03
PH1009006,sku01676894227859,MPH.11
PH1009006,sku01676894227859,MPH.10
PH1009006,sku01676894227859,MPH.12
PH2309006,sku01676894366712,MPH.23
PH0301007,sku01676894588241,MPH.03
PH2301007,sku01676894747115,MPH.23
PH0306011,sku01676897192389,MPH.03
PH0306011,sku01676897192389,MPH.10
PH0306011,sku01676897192389,MPH.11
PH0306011,sku01676897192389,MPH.12
PH2306008,sku01676897360858,MPH.23
PH1009014,sku01676899468819,MPH.12
PH1009014,sku01676899468819,MPH.11
PH1009014,sku01676899468819,MPH.10
PH1009014,sku01676899468819,MPH.39
PH2305011,sku01676899756643,MPH.23
PH1209012,sku01676900032620,MPH.39
PH1209012,sku01676900032620,MPH.03
PH1209012,sku01676900032620,MPH.12
PH2309010,sku01676900132339,MPH.23
PH0710002,sku01676900269544,MPH.07
PH0710002,sku01676900269544,MPH.06
PH0609001,sku01676900378303,MPH.06
PH0609001,sku01676900378303,MPH.07
PH2309009,sku01676900463123,MPH.23
PH2109004,sku01676900521736,MPH.21
PH4209003,sku01676909582120,MPH.42
PH2109003,sku01676965039099,MPH.21
ID0109001,sku01677053676519,MID.01
ID0109002,sku01677054764049,MID.01
ID0109003,sku01677055035582,MID.01
ID0109004,sku01677055200395,MID.01
ID010200501,sku01677055444595,MID.01
ID0109006,sku01677055574941,MID.01
ID010200502,sku01677056183815,MID.01
ID010900801,sku01677057300375,MID.01
ID0104010,sku01677057785177,MID.01
ID0104011,sku01677058365277,MID.01
ID010900802,sku01677058736569,MID.01
ID0109017,sku01677059308394,MID.01
ID0109013,sku01677074665323,MID.01
ID0104014,sku01677074740014,MID.01
ID0104016,sku01677075490161,MID.01
ID0809001,sku01677075935666,MID.08
ID0809002,sku01677076118730,MID.08
ID0809003,sku01677076289229,MID.08
ID0809004,sku01677076927110,MID.08
ID0809005,sku01677077055386,MID.08
ID080200601,sku01677077190462,MID.08
ID0809007,sku01677077411032,MID.08
ID0806008,sku01677077652447,MID.08
ID0809009,sku01677077762114,MID.08
ID080200602,sku01677077854959,MID.08
ID0809010,sku01677109696320,MID.08
ID0809011,sku01677109836170,MID.08
ID0809012,sku01677109933573,MID.08
ID0109018,sku01677110101091,MID.01
PH1209010,sku01677120653422,MPH.12
PH2809003,sku01677143902904,WAR.PH
PH2309012,sku01677147137135,MPH.23
ID0809024,sku01677150837374,MID.08
ID080901301,sku01677151276910,MID.08
ID0803014,sku01677151373384,MID.08
ID080901303,sku01677152198500,MID.08
ID0809015,sku01677152377644,MID.08
ID0804016,sku01677153626745,MID.08
ID0809017,sku01677154747284,MID.08
PH1009016,sku01677154823451,MPH.12
PH1009016,sku01677154823451,MPH.11
PH1009016,sku01677154823451,MPH.10
ID0803019,sku01677156105482,MID.08
ID0809021,sku01677156325161,MID.08
ID0809023,sku01677156520897,MID.08
ID0409002,sku01677204443065,MID.04
ID2409003,sku01677208554857,MID.24
ID2409003,sku01677208554857,MID.04
ID2409005,sku01677209441660,MID.24
ID2409005,sku01677209441660,MID.04
ID2409006,sku01677209617817,MID.04
ID2409006,sku01677209617817,MID.24
ID0409007,sku01677209727819,MID.04
ID0409008,sku01677209904880,MID.04
ID0409009,sku01677210633465,MID.24
ID0409009,sku01677210633465,MID.04
ID0409010,sku01677213090649,MID.24
ID0409010,sku01677213090649,MID.04
ID2409011,sku01677213203374,MID.24
ID2409011,sku01677213203374,MID.04
ID2409012,sku01677213336591,MID.04
ID2409012,sku01677213336591,MID.24
ID2409013,sku01677213434737,MID.04
ID2409013,sku01677213434737,MID.24
ID2409014,sku01677213525736,MID.04
ID2409014,sku01677213525736,MID.24
ID2403015,sku01677213823582,MID.24
ID2403015,sku01677213823582,MID.04
ID2404016,sku01677214181723,MID.24
ID2404016,sku01677214181723,MID.04
ID0404017,sku01677214419269,MID.04
ID2409018,sku01677214526545,MID.04
ID2409018,sku01677214526545,MID.24
ID2406019,sku01677214903372,MID.24
ID2406019,sku01677214903372,MID.04
ID2404020,sku01677215038330,MID.24
ID2404020,sku01677215038330,MID.04
ID0406021,sku01677215273717,MID.04
ID040400101,sku01677224005883,MID.04
ID040400102,sku01677224231077,MID.04
ID040400104,sku01677224548924,MID.04
ID040400105,sku01677224849042,MID.04
ID0403022,sku01677225592925,MID.04
ID040602301,sku01677225729089,MID.04
ID040602302,sku01677225904098,MID.04
ID040602303,sku01677226051560,MID.04
ID040202401,sku01677226231750,MID.04
ID040202402,sku01677226342012,MID.04
ID040202403,sku01677226458866,MID.04
ID0403025,sku01677228364050,MID.04
ID0109020,sku01677237500772,MID.01
ID0109021,sku01677237911948,MID.01
ID0109022,sku01677238143390,MID.01
ID080202201,sku01677238622979,MID.08
ID080202202,sku01677239287841,MID.08
ID080202203,sku01677239529156,MID.08
ID080301801,sku01677239695373,MID.08
ID080301802,sku01677240129213,MID.08
ID080301803,sku01677240242314,MID.08
ID0804020,sku01677299217554,MID.08
PH2809005,sku01677662332866,WAR.PH
PH4309001,sku01677724954820,MPH.43
MY1709001,sku01677812532615,MMY.17
KH3409005,sku01677826245007,MKH.34
KH3409007,sku01677920494597,MKH.34
TH01ODD1221,sku01678087115109,MTH.45
TH01ODD1221,sku11678087115152,MTH.45
ARN.01.002.TH,sku01615177286802,EZT.TH
PH1209015,sku01676899186082,MPH.39
PH1209015,sku01676899186082,MPH.10
PH1209015,sku01676899186082,MPH.12
PH1209015,sku01676899186082,MPH.11
MY2209010,sku01678261512047,MMY.22
MY2209011,sku01678261562281,MMY.35
MY2209011,sku01678261562281,MMY.22
PH4409004,sku01678413339763,MPH.44
MY1809013,sku01678675389477,MMY.25
MY1809013,sku01678675389477,MMY.18
PH0705007,sku01678677057126,MPH.07
MY25005014,sku01678893139932,MMY.25
KH3403010,sku01678933813600,MKH.34
PH2601008,sku01678937789487,MPH.07
PH2601008,sku01678937789487,MPH.26
MY2509015,sku01678938826340,MMY.25
BORA09001,sku01679047190398,BORA.PH
BORA09002,sku01679047321401,BORA.PH
ID01090026,sku01679181257166,MID.01
PH2809034,sku01679472304788,WAR.PH
MY1709002,sku01679555865783,MMY.17
PH01105,sku31649911227484,MPH.10
PH01105,sku31649911227484,MPH.39
PH01105,sku31649911227484,MPH.12
PH01105,sku31649911227484,MPH.11
PH01105,sku31649911227484,MPH.03
PH01105,sku41649911227534,MPH.10
PH01105,sku41649911227534,MPH.39
PH01105,sku41649911227534,MPH.12
PH01105,sku41649911227534,MPH.11
PH01105,sku41649911227534,MPH.03
PH01105,sku51649911227612,MPH.10
PH01105,sku51649911227612,MPH.39
PH01105,sku51649911227612,MPH.12
PH01105,sku51649911227612,MPH.11
PH01105,sku51649911227612,MPH.03
PH01007,sku01619147486174,LZC.PH
PH09172,sku1675247424853,LZC.PH
PH01105,sku01649911227395,MPH.10
PH01105,sku01649911227395,MPH.39
PH01105,sku01649911227395,MPH.12
PH01105,sku01649911227395,MPH.11
PH01105,sku01649911227395,MPH.03
PH01105,sku11649911227413,MPH.10
PH01105,sku11649911227413,MPH.39
PH01105,sku11649911227413,MPH.12
PH01105,sku11649911227413,MPH.11
PH01105,sku11649911227413,MPH.03
PH01105,sku21649911227458,MPH.10
PH01105,sku21649911227458,MPH.39
PH01105,sku21649911227458,MPH.12
PH01105,sku21649911227458,MPH.11
PH01105,sku21649911227458,MPH.03
PH01105,sku61649911227627,MPH.10
PH01105,sku61649911227627,MPH.39
PH01105,sku61649911227627,MPH.12
PH01105,sku61649911227627,MPH.11
PH01105,sku61649911227627,MPH.03
PH01105,sku71649911227649,MPH.10
PH01105,sku71649911227649,MPH.39
PH01105,sku71649911227649,MPH.12
PH01105,sku71649911227649,MPH.11
PH01105,sku71649911227649,MPH.03
PH09172,sku01671767281406,LZC.PH
ID0406004,sku01677208698133,MID.24
ID0406004,sku01677208698133,MID.04
PH0309001,sku01676882360466,MPH.39
PH0309001,sku01676882360466,MPH.12
PH0309001,sku01676882360466,MPH.11
PH0309001,sku01676882360466,MPH.10
PH0309001,sku01676882360466,MPH.03
